poet_name,kavita_name,kavita_text,kavita_url
अछूतानन्दजी 'हरिहर',"""हरिजन"" पद (भजन) / अछूतानन्दजी 'हरिहर'","कियौ हरिजन-पद हमैं प्रदान। टेकअन्त्यज, पतित, बहिष्कृत, पादज, पंचम शूद्र महान।संकर बरन और वर्णाधम पद अछूत-उपमान॥थे पद रचे बहुत ऋषियन ने, हमरे हित धरि ध्यान।फिर 'हरिजन' पद दियै हमैं क्यों, हे गांधी भगवान्॥हम तो कहत हम आदि-निवासी, आदि-वंस संतान।भारत भुइयाँ-माता हमरी, जिनकौ लाल निशान॥आर्य-वंश वारे-सारे तुम, लिये वेद कौ ज्ञान।पता नहीं कित तें इत आये, बांधत ऊँच मचान॥'हरि' को अर्थ खुदा, 'जन' बंदा जानत सकल जहान।""बंदे खुदा"" न बाप-माय का जिनके पता-ठिकान॥हरिजन हरिदासी, देवदासी, रामजनी-सम मान।वेश्या-सुत सम जानत सब जन, वैसाई है सनमान॥हम हरिजन तौ तुम हूँ हरिजन कस न, कहौ श्रीमान?कि तुम हौ उनके जन, जिनको जगत कहत शैतान॥हम निसर्ग से भारत-स्वामी, यहु हमरो उद्यान।'हरिजन' कहि 'हरिहर' हमरौ तुम, काहे करत अपमान॥",https://kavitakosh.org/kk/%22%E0%A4%B9%E0%A4%B0%E0%A4%BF%E0%A4%9C%E0%A4%A8%22_%E0%A4%AA%E0%A4%A6_(%E0%A4%AD%E0%A4%9C%E0%A4%A8)_/_%E0%A4%85%E0%A4%9B%E0%A5%82%E0%A4%A4%E0%A4%BE%E0%A4%A8%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%9C%E0%A5%80_%27%E0%A4%B9%E0%A4%B0%E0%A4%BF%E0%A4%B9%E0%A4%B0%27
अजन्ता देव,एक नगर वधू की आत्मकथा / अजन्ता देव,"अजन्ता देव
एक नगर वधू की आत्मकथा
मेरा मिथ्यालय / अजन्ता देव
विपरीत रसायन / अजन्ता देव
एक माहिया / अजन्ता देव
रामरसोई / अजन्ता देव
कैवल्य / अजन्ता देव
तुम्हारा हृदय / अजन्ता देव
अन्य जीवन से / अजन्ता देव
त्रिभंग / अजन्ता देव
युद्ध न संधि / अजन्ता देव
मेरी स्याही / अजन्ता देव
रंग है री / अजन्ता देव
अनिकेत / अजन्ता देव
अर्द्धसमाप्त जीवन / अजन्ता देव",https://kavitakosh.org/kk/%E0%A4%8F%E0%A4%95_%E0%A4%A8%E0%A4%97%E0%A4%B0_%E0%A4%B5%E0%A4%A7%E0%A5%82_%E0%A4%95%E0%A5%80_%E0%A4%86%E0%A4%A4%E0%A5%8D%E0%A4%AE%E0%A4%95%E0%A4%A5%E0%A4%BE_/_%E0%A4%85%E0%A4%9C%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%BE_%E0%A4%A6%E0%A5%87%E0%A4%B5
अजन्ता देव,मेरा मिथ्यालय / अजन्ता देव,आमंत्रण निमन्त्रण नहींअनायास खींच लेता है अपनी ओरमेरा मिथ्यालयश्रेष्ठ जनों के बीचयहीं रचा जाता हैकलाओं का महारासमेरे द्वार कभी बंद नहीं होतेवे खुले रहेंगेतुम्हारे जाने के बाद भी ।,https://kavitakosh.org/kk/%E0%A4%AE%E0%A5%87%E0%A4%B0%E0%A4%BE_%E0%A4%AE%E0%A4%BF%E0%A4%A5%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B2%E0%A4%AF_/_%E0%A4%85%E0%A4%9C%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%BE_%E0%A4%A6%E0%A5%87%E0%A4%B5
अजन्ता देव,विपरीत रसायन / अजन्ता देव,स्त्रियाँ नहीं बन सकतीं शराबीयह कहा होगा कवि नेमेरे हाथ से पीकरअगर बन जातीं स्त्रियाँ शराबीतो पिलाता कौनमेरे प्याले भरे हैं मद सेकेसर-कस्तूरी झलझला रही हैवैदूर्यमणि-सीकीमियागर की तरहमैं मिला रही हूँदो विपरीत रसायनविस्फोट होने को हैमैं प्रतीक्षा करूंगी तुम्हारे डगमगाने की ।,https://kavitakosh.org/kk/%E0%A4%B5%E0%A4%BF%E0%A4%AA%E0%A4%B0%E0%A5%80%E0%A4%A4_%E0%A4%B0%E0%A4%B8%E0%A4%BE%E0%A4%AF%E0%A4%A8_/_%E0%A4%85%E0%A4%9C%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%BE_%E0%A4%A6%E0%A5%87%E0%A4%B5
अजन्ता देव,एक माहिया / अजन्ता देव,ये अब्र पुराने हैंबरसेंगे यहीं आकरमेरा घर जाने हैं,https://kavitakosh.org/kk/%E0%A4%8F%E0%A4%95_%E0%A4%AE%E0%A4%BE%E0%A4%B9%E0%A4%BF%E0%A4%AF%E0%A4%BE_/_%E0%A4%85%E0%A4%9C%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%BE_%E0%A4%A6%E0%A5%87%E0%A4%B5
अजन्ता देव,रामरसोई / अजन्ता देव,तुम्हारी जिह्वाठाँव-कुठाँव टपकाती है लारइसे काबू करना तुम्हारे वश में कहाँतुमने चख लिया है हर रंग का लहूपरन्तु एक बार आओमेरी रामरसोई मेंअग्नि केवल तुम्हारे जठर में नहींमेरे चूल्हे में भी हैयह पृथ्वी स्वयं हांडी बनकरखदबदा रही हैकेवल द्रौपदियों को ही मिलती हैयह हांडीपाँच पतियों के परमसखा से ।,https://kavitakosh.org/kk/%E0%A4%B0%E0%A4%BE%E0%A4%AE%E0%A4%B0%E0%A4%B8%E0%A5%8B%E0%A4%88_/_%E0%A4%85%E0%A4%9C%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%BE_%E0%A4%A6%E0%A5%87%E0%A4%B5
अजन्ता देव,कैवल्य / अजन्ता देव,झुलनिया के एक आघात सेपहुँचाऊंगी पातालसुलाऊंगी शेषनाग के फन परडोलेगी धराडोलेगी तुम्हारी देहमेरी लय परकभी पैंजनिया कभी पायलिया झंकारेगीपरन्तु कोई नहीं आएगाइस एकान्त मेंजिसे रचा है मैंनेअंधकार के आलोक सेरुको नहीं चले चलोभय नहीं केवल लयमैं नहीं तुम कहोगे कैवल्यमैंने तो गढ़ा है इसेमैं जानती हूँ इसका मामूली अर्थमैं हर रात यह प्रदान करती हूँ ।,https://kavitakosh.org/kk/%E0%A4%95%E0%A5%88%E0%A4%B5%E0%A4%B2%E0%A5%8D%E0%A4%AF_/_%E0%A4%85%E0%A4%9C%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%BE_%E0%A4%A6%E0%A5%87%E0%A4%B5
अजन्ता देव,तुम्हारा हृदय / अजन्ता देव,क्या तुम्हारा हृदय तुम्हारा हैअब भीजबकि तुम्हारे सामने मैं हूँजो अलक-पलक चुरा लेती हैहृदय ही नहीं सम्पूर्ण पुरुषसप्तपदी में ऎसे ही नहीं कहती धर्मपत्नीयद इयं हृदयं तवतद इयं हृदयं ममउसे हर युग में आना पड़ता हैमेरे पासप्राप्त करने तुम्हारा हृदय ।,https://kavitakosh.org/kk/%E0%A4%A4%E0%A5%81%E0%A4%AE%E0%A5%8D%E0%A4%B9%E0%A4%BE%E0%A4%B0%E0%A4%BE_%E0%A4%B9%E0%A5%83%E0%A4%A6%E0%A4%AF_/_%E0%A4%85%E0%A4%9C%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%BE_%E0%A4%A6%E0%A5%87%E0%A4%B5
अजन्ता देव,अन्य जीवन से / अजन्ता देव,किस लोक के कारीगर होकि रेशे उधेड़ कर अंतरिक्ष केबुना है पटवस्त्रऔर कहते हो नदी-सा लहराता दुकूलहोगा नदी-सापर मैं नहीं पृथ्वी-सीकि धारण करूँ यह विराटअनसिला चादर कर्मफल की तरहमुझे तो चाहिए एक पोशाकजिसे काटा-छाँटा गया हो मेरी रेखाओं से मिलाकरइतना सुचिक्कन कि मेरी त्वचाइतने बेलबूटे कि याद न आएहत‌‌भाग्य पतझड़सारे रंग जो छीने गए होंअन्य जीवन सेइतना झीना जितना नशाइतना गठित जितना षड़यंत्रमैं हर दिन बदलती हूँ चोलाश्रेष्ठजनों की सभा मेंआत्मा नहीं हूँ मैंकि पहने रहूँ एक ही देहमृत्यु की प्रतीक्षा में ।,https://kavitakosh.org/kk/%E0%A4%85%E0%A4%A8%E0%A5%8D%E0%A4%AF_%E0%A4%9C%E0%A5%80%E0%A4%B5%E0%A4%A8_%E0%A4%B8%E0%A5%87_/_%E0%A4%85%E0%A4%9C%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%BE_%E0%A4%A6%E0%A5%87%E0%A4%B5
अजन्ता देव,त्रिभंग / अजन्ता देव,"हर कोई वही देखता हैजिस ओर संकेत करती हैंमेरी अंगुलियाँऔर मैंउत्तान बाहें फैलाए रह जाती हूँ त्रिभंगहंसिनी, मयूरी या मृगीइन्हें क्या देखनाये तो नहीं जानतीं स्वयं कोकौतुक से देखती रहतीं हैं मुझेजब मैं डिखाती हूँइनसे भी अदभुत्त इनकी ही भंगिमाअप्सराएँ आती हैं मेरी सभा मेंसीखने वह दिव्य संचालनप्रेम प्रारम्भ मेंदो देहों का नृत्य ही तो है ।",https://kavitakosh.org/kk/%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BF%E0%A4%AD%E0%A4%82%E0%A4%97_/_%E0%A4%85%E0%A4%9C%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%BE_%E0%A4%A6%E0%A5%87%E0%A4%B5
अजन्ता देव,युद्ध न संधि / अजन्ता देव,मेरा हर क्षण बीतता है आमने-सामनेमैं और हवा होते हैं सम्मुखबन जाता है प्रलयंकारी चक्रवातसामना करते हैं जल और मैंसमुद्र की तरंगे तट छोड़ देती हैंमेरे और मेघों के घर्षण सेप्रकट होती है दामिनीसुलग उठती है लकड़ी की तरह सूखी लालसापर आश्चर्य !नहीं होता कुछ भीजब मेरे सामने होते हो तुमन युद्ध न संधिइस तरह बीतता जाता है वह क्षणजैसे ठोकर के बाद का संतुलनइसी क्षणढल जाता है सूर्यबजने लगता है युद्ध समापन का तूर्ययुद्ध का कारण याद नहीं आता योद्धा कोकौंध जाता है इसी क्षणएक स्तब्ध पराक्रमध्वस्त करता हुआअभ्यास के कौशल को ।,https://kavitakosh.org/kk/%E0%A4%AF%E0%A5%81%E0%A4%A6%E0%A5%8D%E0%A4%A7_%E0%A4%A8_%E0%A4%B8%E0%A4%82%E0%A4%A7%E0%A4%BF_/_%E0%A4%85%E0%A4%9C%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%BE_%E0%A4%A6%E0%A5%87%E0%A4%B5
अजन्ता देव,मेरी स्याही / अजन्ता देव,सारे उपादान उपस्थित हैंमैंने ले लिया है एकान्तवासप्रहरियों ने कर लिए हैं द्वार बंदविघ्न का कोई अवसर नहींकलंक से भी अधिककालिमा है मेरी स्याही मेंअपमान से अधिकतीखी है नोक कलम कीप्रशंसा से अधिक चिकना है काग़ज़मंत्रबिद्ध की तरह मुग्ध हूँस्वयं की प्रतिभा परफिर भी क्या हैजो रोक रहा है मुझेन भूतो न भविष्यति रचने सेक्यों अक्षरों के घूमलगते हैं भूलभूलैया सेयह कौन सा तिर्यक कोण हैजहाँ अपनी ही आँखदूसरे की हुई जाती है ।,https://kavitakosh.org/kk/%E0%A4%AE%E0%A5%87%E0%A4%B0%E0%A5%80_%E0%A4%B8%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B9%E0%A5%80_/_%E0%A4%85%E0%A4%9C%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%BE_%E0%A4%A6%E0%A5%87%E0%A4%B5
अजन्ता देव,रंग है री / अजन्ता देव,कैसी आंधी चली होगी रात भरकि उड़ रही है रेत ही रेत अब तकअसंख्य पदचिन्हों की अल्पना आंगन मेंधूम्रवर्णी व्यंजन सजे हैं चौकियों परपूरा उपवन श्वेत हो गया हैनिस्तेज सूर्य के सामने उड़ रहे हैं कपोतयुवतियाँ घूम रही हैंखोले हुए धवल-केशवातावरण में फैली हैवैधव्य की पवित्रताकोलाहल केवल बाहर हैआज रंग है री माँ! रंग है री।,https://kavitakosh.org/kk/%E0%A4%B0%E0%A4%82%E0%A4%97_%E0%A4%B9%E0%A5%88_%E0%A4%B0%E0%A5%80_/_%E0%A4%85%E0%A4%9C%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%BE_%E0%A4%A6%E0%A5%87%E0%A4%B5
अजन्ता देव,अनिकेत / अजन्ता देव,इसे कभी महल कभी प्रासाद कहा गयाछत को असंख्य हाथों ने सम्भालाविशाल खम्भों की तरहयह खड़ा था नींव के सहस्रपदों परशताब्दियों तक टपकने के बाद चूनाझंझाओं से टकराकर चूर-चूर चट्टानमेरे महल की भित्तियों के लिएकितनी कुल्हाड़ियाँ कितनी चोटेंलकड़ी के एक खंड परकितनी आरियों का दिन-रात आवागमनतब कहीं कक्ष के दो जोड़े किवाड़कितने अधिक श्रम परयह मेरा विश्राम था ।पर यात्राएँ अभी और थींप्रस्थान का हो चुका है समयसभी कक्ष बंद किए जा रहे हैंखुला है केवल एक अकेला द्वारबाहर नक्षत्रों की खचाखच हैपीछे बंद होती साँकल कीधातुई ध्वनिअब मैं अनिकेत हूँ ।,https://kavitakosh.org/kk/%E0%A4%85%E0%A4%A8%E0%A4%BF%E0%A4%95%E0%A5%87%E0%A4%A4_/_%E0%A4%85%E0%A4%9C%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%BE_%E0%A4%A6%E0%A5%87%E0%A4%B5
अजन्ता देव,अर्द्धसमाप्त जीवन / अजन्ता देव,क्या यही मृत्यु हैजबकि सब-कुछ रह गया पहले सामैं भी मेरा जीवन भीरह गया लोकस्मृति मेंआशा रह गई पुनर्जन्म कीखीज रह गई कुछ नहीं पाने कीशरीर गया पर रह गया अशरीरपृथ्वी रह गई विहंगम कोण से दिखती हुईरह गई पिपासा जो नहीं मिटेगी जल सेक्षुधा स्वयं को खा रही हैनिद्रा घेर रही है चेतना कोमहास्वप्न में दिख रहा है तुम्हारा चेहरामेघ में आकृति की तरहअनहद के पार सेपुकार रही हूँ तुम्हेंचातक की तरह नहींअपनी तरहमृत्यु भी पूर्ण नहीं कर सकीएक अर्द्धसमाप्त जीवन ।,https://kavitakosh.org/kk/%E0%A4%85%E0%A4%B0%E0%A5%8D%E0%A4%A6%E0%A5%8D%E0%A4%A7%E0%A4%B8%E0%A4%AE%E0%A4%BE%E0%A4%AA%E0%A5%8D%E0%A4%A4_%E0%A4%9C%E0%A5%80%E0%A4%B5%E0%A4%A8_/_%E0%A4%85%E0%A4%9C%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%BE_%E0%A4%A6%E0%A5%87%E0%A4%B5
अजमल सुल्तानपुरी,मैं तेरा शाहजहाँ तू मेरी मुमताज महल / अजमल सुल्तानपुरी,"मैं तेरा शाहजहाँ तू मेरी मुमताज महलआ तुझे प्यार की अनमोल निशानी दे दूँहाय ये नाज़ ये अंदाज़ ये ग़मजां ये गुरूरइसने पामाल किए कितने शहंशाहों के ताजनीमबाज़ आँखों में ये कैफ़ ये मस्ती ये शूरुरपेश करते हैं जिसे अहले नज़र दिल का खिराजये तबस्सुम ये तकल्लुम ये सलीका ये शऊरशोख़ संजीदा है या दार हँसी सादामिजाज़आ तेरे वास्ते तामील करूँ ताजमहलआ तुझे प्यार की अनमोल निशानी दे दूँमैं तेरा शाहजहाँ तू मेरी मुमताज महलमोगरा, मोतियारा बेल-चमेली चम्पासौसनों, यासमनो, नश्तरनो, सर्वसमनरातरानी, गुले मचकन, गुले नशरीं, सहराफूल लब, फूल दहन, फूल जतन, फूल बदनमेरी सूरजमुखी, गुल चाँदनी, जूही, बेलाहरसिंगारो गुल, कचनार औ गुलनार चमनमेरी नरगिस, मेरी गुल शब मेरी फूल कमलआ तुझे प्यार की अनमोल निशानी दे दूँमैं तेरा शाहजहाँ तू मेरी मुमताज महलशमा, खुर्शीद, कमर बर्क, शरर, सैयारेहै तेरे ही रुख़-ए-अनवार की इन सबमें चमकलाल याकूत शफ़क फूल है ना अंगारेहै तेरे ही लब-ओ-रुख़सार की है इन सबमें झलकवही उड़ते हुए छींटे हैं ये जुगनू सारेतेरे सागर से अज़ल ही में गए थे वो छलकबादा-ए-हुस्न मेरे जाम-ए-शफ़क रंग में ढलआ तुझे प्यार की अनमोल निशानी दे दूँमैं तेरा शाहजहाँ तू मेरी मुमताज महल",https://kavitakosh.org/kk/%E0%A4%AE%E0%A5%88%E0%A4%82_%E0%A4%A4%E0%A5%87%E0%A4%B0%E0%A4%BE_%E0%A4%B6%E0%A4%BE%E0%A4%B9%E0%A4%9C%E0%A4%B9%E0%A4%BE%E0%A4%81_%E0%A4%A4%E0%A5%82_%E0%A4%AE%E0%A5%87%E0%A4%B0%E0%A5%80_%E0%A4%AE%E0%A5%81%E0%A4%AE%E0%A4%A4%E0%A4%BE%E0%A4%9C_%E0%A4%AE%E0%A4%B9%E0%A4%B2_/_%E0%A4%85%E0%A4%9C%E0%A4%AE%E0%A4%B2_%E0%A4%B8%E0%A5%81%E0%A4%B2%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8%E0%A4%AA%E0%A5%81%E0%A4%B0%E0%A5%80
अजमल सुल्तानपुरी,मैं उस को ढूँढ रहा हूँ / अजमल सुल्तानपुरी,"मुसलमाँ और हिन्दू की जानकहाँ है मेरा हिन्दुस्तानमैं उस को ढूँढ रहा हूँमेरे बचपन का हिन्दुस्तानन बंगलादेश न पाकिस्तानमेरी आशा मेरा अरमानवो पूरा पूरा  हिन्दुस्तानमैं उस को ढूँढ रहा हूँवो मेरा बचपन वो स्कूलवो कच्ची सड़कें उड़ती धूललहकते बाग़ महकते फूलवो मेरे खेत मेरा खलियानमैं उस को ढूँढ रहा हूँवो उर्दू ग़ज़लें, हिन्दी गीतकहीं वो प्यार कहीं वो प्रीतपहाड़ी झरनों के संगीतदेहाती लहरा पुरबी तानमैं उस को ढूँढ रहा हूँजहाँ के कृष्ण जहाँ के रामजहाँ की शाम सलोनी शामजहाँ की सुबह बनारस धामजहाँ भगवान करें स्नानमैं उस को ढूँढ रहा हूँजहाँ थे तुलसी और कबीरजायसी जैसे पीर फ़क़ीरजहाँ थे मोमिन ग़ालिब मीरजहाँ थे रहमन और रसखा़नमैं उस को ढूँढ रहा हूँवो मेरे पुरखों की जागीरकराची लाहौर औ कश्मीरवो बिल्कुल शेर की सी तस्वीरवो पूरा-पूरा  हिन्दुस्तानमैं उस को ढूँढ रहा हूँजहाँ की पाक पवित्र ज़मीनजहाँ की मिट्टी ख़ुल्द-नशीनजहाँ महराज मोईनुद्दीनग़रीब-नवाज़ हिन्द सुल्तानमैं उस को ढूँढ रहा हूँमुझे है वो लीडर तस्लीमजो दे यक-जेहती की तालीममिटा कर कुम्बों की तक़्सीमजो कर दे हर क़ालिब एक जानमैं उस को ढूँढ रहा हूँये भूखा शायर प्यासा कविसिसकता चाँद सुलगता रविहो जिस मुद्रा में ऐसी छविकरा दे अजमल को जलपानमैं उस को ढूँढ रहा हूँमुसलमाँ और हिन्दू की जानकहाँ है मेरा हिन्दुस्तानमैं उस को ढूँढ रहा हूँ",https://kavitakosh.org/kk/%E0%A4%AE%E0%A5%88%E0%A4%82_%E0%A4%89%E0%A4%B8_%E0%A4%95%E0%A5%8B_%E0%A4%A2%E0%A5%82%E0%A4%81%E0%A4%A2_%E0%A4%B0%E0%A4%B9%E0%A4%BE_%E0%A4%B9%E0%A5%82%E0%A4%81_/_%E0%A4%85%E0%A4%9C%E0%A4%AE%E0%A4%B2_%E0%A4%B8%E0%A5%81%E0%A4%B2%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8%E0%A4%AA%E0%A5%81%E0%A4%B0%E0%A5%80
अजमल सुल्तानपुरी,आज का चमन / अजमल सुल्तानपुरी,आज इकट्टा है दानिशवरांने वतनयनि उलमा ओ शोअराए फिक्र और फनसाहिबाने नजर हासिले अन्जुमननुक्तादानो फसीहाने अहले सुननहै अदीबो खतीबे जबानो सुखनयेह रजा का चमन है रजा का चमनअजमते सिदके सिद्दीके अकबर लिएअदले फारूके आजम का मजहर लिएसब्रे उस्माँ गनी समन्दर लिएकुव्वते दस्ते बाजुए हेदर लिएनकहतो रंगे हजरत हुसैनो हसनयेह रजा का चमन है रजा का चमनइसमें अजमेरी ख्वाजा ही ख्वाजगीसैयद मस्ऊदे गाजी का गुलशन यहीये है फुलवारी अशरफ जहाँगीर कीरंगो बुए बरेलीयो मरेहरवीइसमें साया फिगन पंजए पंजतनयेह रजा का चमन है रजा का चमनइसमें सैयद मुहम्मद कछोछा की शानमुफती अब्दु हफीज आगरा की है आनइसमें हाफीजे मिल्लत के मिस्बाही आनऔर मुजाहिदे मिल्लत हबीबुर्रहमानसादगी जिसपा कुरबान हर बाँकपनयह रजा का चमन है रजा का चमन,https://kavitakosh.org/kk/%E0%A4%86%E0%A4%9C_%E0%A4%95%E0%A4%BE_%E0%A4%9A%E0%A4%AE%E0%A4%A8_/_%E0%A4%85%E0%A4%9C%E0%A4%AE%E0%A4%B2_%E0%A4%B8%E0%A5%81%E0%A4%B2%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8%E0%A4%AA%E0%A5%81%E0%A4%B0%E0%A5%80
अजमल सुल्तानपुरी,तुम मुझको याद करोगी / अजमल सुल्तानपुरी,तुम्हारे आँगन में बरसात लिए जब सावन आएगातुम्हारी फुलवारी में जब आकर भौंरा मंडलाएगातुम मुझको याद करोगी...जो मेरी याद सताएगी नींद बैरन हो जाएगीडसेगी नागन बन के रात आँख आँसू बरसाएगीतुम मुझको याद करोगी...घटाएँ घिर-घिर आएँगी बहारें फिर-फिर आएँगीकमी होगी मेरी महसूस तो नींदें उड़-उड़ जाएँगीतुम मुझको याद करोगी...सुनोगी मेरे ज़ख्मी गीत चेहरा ज़र्द हो जाएगाजब आएगा 'अजमल का' नाम उठेगा मीठा-मीठा दर्दतुम मुझको याद करोगी...,https://kavitakosh.org/kk/%E0%A4%A4%E0%A5%81%E0%A4%AE_%E0%A4%AE%E0%A5%81%E0%A4%9D%E0%A4%95%E0%A5%8B_%E0%A4%AF%E0%A4%BE%E0%A4%A6_%E0%A4%95%E0%A4%B0%E0%A5%8B%E0%A4%97%E0%A5%80_/_%E0%A4%85%E0%A4%9C%E0%A4%AE%E0%A4%B2_%E0%A4%B8%E0%A5%81%E0%A4%B2%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8%E0%A4%AA%E0%A5%81%E0%A4%B0%E0%A5%80
