Author,Doha,Charan_1_Matras,Charan_2_Matras,Charan_3_Matras,Charan_4_Matras,Total_Matras,Is_Valid_48
पृष्ठ २,"अपने-अपने साख की, सब ही लीनी भान । | हरि की बात दुरन्तरा, पूरी ना कहूँ जान ॥",13,11,13,12,49,No
पृष्ठ २,"आस पराई राखता, खाया घर का खेत । | और्न को पथ बोधता, मुख में डारे रेत ॥",13,11,12,11,47,No
पृष्ठ २,"आवत गारी एक है, उलटन होय अनेक । | कह कबीर नहिं उलटिये, वही एक की एक ॥",13,11,14,11,49,No
पृष्ठ २,"आहार करे मनभावता, इंद्री की स्वाद । | नाक तलक पूरन भरे, तो कहिए कौन प्रसाद ॥",15,9,13,13,50,No
पृष्ठ २,"आए हैं सो जाएँगे, राजा रंक फकीर । | एक सिंहासन चढ़ि चले, एक बाँधि जंजीर ॥",14,11,14,11,50,No
पृष्ठ २,"आया था किस काम को, तू सोया चादर तान । | सूरत सँभाल ए काफिला, अपना आप पह्चान ॥",13,13,15,12,53,No
पृष्ठ २,"उज्जवल पहरे कापड़ा, पान-सुपरी खाय । | एक हरि के नाम बिन, बाँधा यमपुर जाय ॥",14,10,12,11,47,No
पृष्ठ २,"उतते कोई न आवई, पासू पूछूँ धाय । | इतने ही सब जात है, भार लदाय लदाय ॥",14,11,13,11,49,No
पृष्ठ २,"अवगुन कहूँ शराब का, आपा अहमक होय । | मानुष से पशुआ भया, दाम गाँठ से खोय ॥",13,11,13,11,48,Yes
पृष्ठ २,"एक कहूँ तो है नहीं, दूजा कहूँ तो गार । | है जैसा तैसा रहे, रहे कबीर विचार ॥",13,12,13,11,49,No
पृष्ठ २,"ऐसी वाणी बोलिए, मन का आपा खोए । | औरन को शीतल करे, आपौ शीतल होय ॥",13,12,13,11,49,No
पृष्ठ २,"कबीरा संग्ङति साधु की, जौ की भूसी खाय । | खीर खाँड़ भोजन मिले, ताकर संग न जाय ॥",14,11,13,11,49,No
पृष्ठ २,"एक ते जान अनन्त, अन्य एक हो आय । | एक से परचे भया, एक बाहे समाय ॥",12,11,12,11,46,No
पृष्ठ २,"कबीरा गरब न कीजिए, कबहूँ न हँसिये कोय । | अजहूँ नाव समुद्र में, ना जाने का होय ॥",14,12,13,11,50,No
पृष्ठ २,"कबीरा कलह अरु कल्पना, सतसंगति से जाय । | दुख बासे भागा फिरै, सुख में रहै समाय ॥",15,11,13,11,50,No
पृष्ठ २,"कबीरा संगति साधु की, जित प्रीत कीजै जाय । | दुर्गति दूर वहावति, देवी सुमति बनाय ॥",14,12,12,11,49,No
पृष्ठ २,"कबीरा संगत साधु की, निष्फल कभी न होय । | होमी चन्दन बासना, नीम न कहसी कोय ॥",14,11,13,11,49,No
पृष्ठ २,"को छूटौ इहिं जाल परि, कत फुरंग अकुलाय । | ज्यों-ज्यों सुरझि भजौ चहै, त्यों-त्यों उरझत जाय ॥",14,11,13,11,49,No
पृष्ठ २,"कबीरा सोया क्या करे, उठि न भजे भगवान । | जम जब घर ले जाएँगे, पड़ा रहेगा म्यान ॥",14,11,14,11,50,No
पृष्ठ २,"काह भरोसा देह का, बिनस जात छिन मारहिं । | साँस-साँस सुमिरन करो, और यतन कछु नाहिं ॥",13,13,13,12,51,No
पृष्ठ २,"काल करे से आज कर, सबहि सात तुव साथ । | काल काल तू क्या करे काल काल के हाथ ॥",13,11,24,0,48,Yes
पृष्ठ २,"काया काढ़ा काल घुन, जतन-जतन सो खाय । | काया बह्रा ईश बस, मर्म न काहूँ पाय ॥",13,11,13,11,48,Yes
पृष्ठ २,"कहा कियो हम आय कर, कहा करेंगे पाय । | इनके भये न उतके, चाले मूल गवाय ॥",13,11,12,11,47,No
पृष्ठ २,"कुटिल बचन सबसे बुरा, जासे होत न हार । | साधु वचन जल रूप है, बरसे अम्रत धार ॥",13,11,13,11,48,Yes
पृष्ठ २,"कहता तो बहूँना मिले, गहना मिला न कोय । | सो कहता वह जान दे, जो नहीं गहना कोय ॥",14,11,13,12,50,No
पृष्ठ २,"कबीरा मन पँछी भया, भये ते बाहर जाय । | जो जैसे संगति करै, सो तैसा फल पाय ॥",13,12,13,11,49,No
पृष्ठ २,"कबीरा लोहा एक है, गढ़ने में है फेर । | ताहि का बखतर बने, ताहि की शमशेर ॥",14,11,12,10,47,No
पृष्ठ २,"कहे कबीर देय तू, जब तक तेरी देह । | देह खेह हो जाएगी, कौन कहेगा देह ॥",12,11,14,11,48,Yes
पृष्ठ २,"करता था सो क्यों किया, अब कर क्यों पछिताय । | बोया पेड़ बबूल का, आम कहाँ से खाय ॥",13,11,13,11,48,Yes
पृष्ठ २,"कस्तूरी कुन्डल बसे, म्रग ढ़ूंढ़े बन माहिं । | ऐसे घट-घट राम है, दुनिया देखे नाहिं ॥",13,12,13,12,50,No
पृष्ठ २,"कबीरा सोता क्या करे, जागो जपो मुरार । | एक दिना है सोवना, लांबे पाँव पसार ॥",14,11,13,11,49,No
पृष्ठ २,"कागा काको घन हरे, कोयल काको देय । | मीठे शब्द सुनाय के, जग अपनो कर लेय ॥",13,11,13,11,48,Yes
पृष्ठ २,"कबिरा सोई पीर है, जो जा नैं पर पीर । | जो पर पीर न जानइ, सो काफिर के पीर ॥",13,11,12,11,47,No
पृष्ठ २,"कबिरा मनहि गयन्द है, आकुंश दै-दै राखि । | विष की बेली परि रहै, अम्रत को फल चाखि ॥",13,12,13,11,49,No
पृष्ठ २,"कबीर यह जग कुछ नहीं, खिन खारा मीठ । | काल्ह जो बैठा भण्डपै, आज भसाने दीठ ॥",13,9,14,11,47,No
पृष्ठ २,"कबिरा आप ठगाइए, और न ठगिए कोय । | आप ठगे सुख होत है, और ठगे दुख होय ॥",13,11,13,11,48,Yes
पृष्ठ २,"कथा कीर्तन कुल विशे, भव सागर की नाव । | कहत कबीरा या जगत, नाहीं और उपाय ॥",12,11,13,11,47,No
पृष्ठ २,"कबिरा यह तन जात है, सके तो ठौर लगा । | कै सेवा कर साधु की, कै गोविंद गुनगा ॥",13,11,13,11,48,Yes
पृष्ठ २,"कलि खोटा सजग आंधरा, शब्द न माने कोय । | चाहे कहूँ सत आइना, सो जग बैरी होय ॥",14,11,14,11,50,No
पृष्ठ २,"केतन दिन ऐसे गए, अन रुचे का नेह । | अवसर बोवे उपजे नहीं, जो नहिं बरसे मेह ॥",13,10,15,12,50,No
पृष्ठ २,"कबीर जात पुकारया, चढ़ चन्दन की डार । | वाट लगाए ना लगे फिर क्या लेत हमार ॥",13,11,24,0,48,Yes
पृष्ठ २,"कबीरा खालिक जागिया, और ना जागे कोय । | जाके विषय विष भरा, दास बन्दगी होय ॥",14,12,12,11,49,No
पृष्ठ २,"गाँठि न थामहिं बाँध ही, नहिं नारी सो नेह । | कह कबीर वा साधु की, हम चरनन की खेह ॥",14,12,13,11,50,No
पृष्ठ २,"खेत न छोड़े सूरमा, जूझे को दल माँह । | आशा जीवन मरण की, मन में राखे नाँह ॥",13,11,13,11,48,Yes
पृष्ठ २,"चन्दन जैसा साधु है, सर्पहि सम संसार । | वाके अग्ङ लपटा रहे, मन मे नाहिं विकार ॥",13,11,14,12,50,No
पृष्ठ २,"घी के तो दर्शन भले, खाना भला न तेल । | दाना तो दुश्मन भला, मूरख का क्या मेल ॥",13,11,13,11,48,Yes
पृष्ठ २,"गारी ही सो ऊपजे, कलह कष्ट और भींच । | हारि चले सो साधु हैं, लागि चले तो नीच ॥",13,12,13,11,49,No
पृष्ठ २,"चलती चक्की देख के, दिया कबीरा रोय । | दुइ पट भीतर आइके, साबित बचा न कोय ॥",13,11,13,11,48,Yes
पृष्ठ २,"जा पल दरसन साधु का, ता पल की बलिहारी । | राम नाम रसना बसे, लीजै जनम सुधारि ॥",13,12,13,11,49,No
पृष्ठ २,"जब लग भक्ति से काम है, तब लग निष्फल सेव । | कह कबीर वह क्यों मिले, नि:कामा निज देव ॥",14,11,13,10,48,Yes
पृष्ठ २,"जो तोकूं काँटा बुवै, ताहि बोय तू फूल । | तोकू फूल के फूल है, बाँकू है तिरशूल ॥",13,11,14,11,49,No
पृष्ठ २,"जा घट प्रेम न संचरे, सो घट जान समान । | जैसे खाल लुहार की, साँस लेतु बिन प्रान ॥",13,11,13,11,48,Yes
पृष्ठ २,"ज्यों नैनन में पूतली, त्यों मालिक घर माहिं । | मूर्ख लोग न जानिए, बहर ढ़ूंढ़त जांहि ॥",13,12,12,10,47,No
पृष्ठ २,"जाके मुख माथा नहीं, नाहीं रूप कुरूप । | पुछुप बास तें पामरा, ऐसा तत्व अनूप ॥",13,11,13,11,48,Yes
पृष्ठ २,"जहाँ आप तहाँ आपदा, जहाँ संशय तहाँ रोग । | कह कबीर यह क्यों मिटैं, चारों बाधक रोग ॥",14,13,13,11,51,No
पृष्ठ २,"जाति न पूछो साधु की, पूछि लीजिए ज्ञान । | मोल करो तलवार का, पड़ा रहन दो म्यान ॥",13,11,13,11,48,Yes
पृष्ठ २,"जल की जमी में है रोपा, अभी सींचें सौ बार । | कबिरा खलक न तजे, जामे कौन वोचार ॥",15,12,11,12,50,No
पृष्ठ २,"जहाँ ग्राहक तँह मैं नहीं, जँह मैं गाहक नाय । | बिको न यक भरमत फिरे, पकड़ी शब्द की छाँय ॥",14,11,13,12,50,No
पृष्ठ २,"झूठे सुख को सुख कहै, मानता है मन मोद । | जगत चबेना काल का, कुछ मुख में कुछ गोद ॥",13,12,13,11,49,No
पृष्ठ २,"जो तु चाहे मुक्ति को, छोड़ दे सबकी आस । | मुक्त ही जैसा हो रहे, सब कुछ तेरे पास ॥",12,12,14,11,49,No
पृष्ठ २,"जो जाने जीव आपना, करहीं जीव का सार । | जीवा ऐसा पाहौना, मिले न दीजी बार ॥",14,12,14,11,51,No
पृष्ठ ३,"ते दिन गये अकारथी, संगत भई न संत । | प्रेम बिना पशु जीवना, भक्ति बिना भगवंत ॥",13,11,13,11,48,Yes
पृष्ठ ३,"तीर तुपक से जो लड़े, सो तो शूर न होय । | माया तजि भक्ति करे, सूर कहावै सोय ॥",13,11,12,11,47,No
पृष्ठ ३,"तन को जोगी सब करे, मन को बिरला कोय । | सहजै सब विधि पाइये, जो मन जोगी होय ॥",13,11,13,11,48,Yes
पृष्ठ ३,"तब लग तारा जगमगे, जब लग उगे नसूर । | तब लग जीव जग कर्मवश, जब लग ज्ञान ना पूर ॥",13,11,14,12,50,No
पृष्ठ ३,"दुर्लभ मानुष जनम है, देह न बारम्बार । | तरुवर ज्यों पत्ती झड़े, बहुरि न लागे डार ॥",13,11,13,11,48,Yes
पृष्ठ ३,"दस द्वारे का पींजरा, तामें पंछी मौन । | रहे को अचरज भयौ, गये अचम्भा कौन ॥",13,11,12,11,47,No
पृष्ठ ३,"धीरे-धीरे रे मना, धीरे सब कुछ होय । | माली सीचें सौ घड़ा, ॠतु आए फल होय ॥",13,11,13,10,47,No
पृष्ठ ३,"न्हाये धोये क्या हुआ, जो मन मैल न जाय । | मीन सदा जल में रहै, धोये बास न जाय ॥",13,11,13,11,48,Yes
पृष्ठ ३,"पाँच पहर धन्धे गया, तीन पहर गया सोय । | एक पहर भी नाम बीन, मुक्ति कैसे होय ॥",13,12,14,10,49,No
पृष्ठ ३,"पोथी पढ़-पढ़ जग मुआ, पंडित भया न कोय । | ढ़ाई आखर प्रेम का, पढ़ै सो पंड़ित होय ॥",13,11,13,12,49,No
पृष्ठ ३,"पानी केरा बुदबुदा, अस मानस की जात । | देखत ही छिप जाएगा, ज्यों सारा परभात ॥",13,11,14,11,49,No
पृष्ठ ३,"पाहन पूजे हरि मिलें, तो मैं पूजौं पहार । | याते ये चक्की भली, पीस खाय संसार ॥",13,12,13,11,49,No
पृष्ठ ३,"पत्ता बोला वृक्ष से, सुनो वृक्ष बनराय । | अब के बिछुड़े ना मिले, दूर पड़ेंगे जाय ॥",13,11,13,11,48,Yes
पृष्ठ ३,"प्रेमभाव एक चाहिए, भेष अनेक बजाय । | चाहे घर में बास कर, चाहे बन मे जाय ॥",14,11,13,11,49,No
पृष्ठ ३,"बन्धे को बँनधा मिले, छूटे कौन उपाय । | कर संगति निरबन्ध की, पल में लेय छुड़ाय ॥",13,11,13,11,48,Yes
पृष्ठ ३,"बूँद पड़ी जो समुद्र में, ताहि जाने सब कोय । | समुद्र समाना बूँद में, बूझै बिरला कोय ॥",14,12,14,11,51,No
पृष्ठ ३,"बाहर क्या दिखराइये, अन्तर जपिए राम । | कहा काज संसार से, तुझे धनी से काम ॥",13,11,13,11,48,Yes
पृष्ठ ३,"बानी से पहचानिए, साम चोर की घात । | अन्दर की करनी से सब, निकले मुँह की बात ॥",13,11,14,11,49,No
पृष्ठ ३,"बड़ा हुआ सो क्या हुआ, जैसे पेड़ खजूर । | पँछी को छाया नहीं, फल लागे अति दूर ॥",13,11,12,11,47,No
पृष्ठ ३,"मूँड़ मुड़ाये हरि मिले, सब कोई लेय मुड़ाय । | बार-बार के मुड़ते, भेड़ न बैकुण्ठ जाय ॥",13,13,12,12,50,No
पृष्ठ ३,"माया तो ठगनी बनी, ठगत फिरे सब देश । | जा ठग ने ठगनी ठगो, ता ठग को आदेश ॥",13,11,13,11,48,Yes
पृष्ठ ३,"भज दीना कहूँ और ही, तन साधुन के संग । | कहैं कबीर कारी गजी, कैसे लागे रंग ॥",14,11,14,11,50,No
पृष्ठ ३,"माया छाया एक सी, बिरला जाने कोय । | भागत के पीछे लगे, सन्मुख भागे सोय ॥",13,11,13,11,48,Yes
पृष्ठ ३,"मथुरा भावै द्वारिका, भावे जो जगन्नाथ । | साधु संग हरि भजन बिनु, कछु न आवे हाथ ॥",13,12,13,10,48,Yes
पृष्ठ ३,"माली आवत देख के, कलियान करी पुकार । | फूल-फूल चुन लिए, काल हमारी बार ॥",13,12,11,11,47,No
पृष्ठ ३,"मैं रोऊँ सब जगत् को, मोको रोवे न कोय । | मोको रोवे सोचना, जो शब्द बोय की होय ॥",13,12,13,13,51,No
पृष्ठ ३,"ये तो घर है प्रेम का, खाला का घर नाहिं । | सीस उतारे भुँई धरे, तब बैठें घर माहिं ॥",13,12,14,12,51,No
पृष्ठ ३,"या दुनियाँ में आ कर, छाँड़ि देय तू ऐंठ । | लेना हो सो लेइले, उठी जात है पैंठ ॥",12,11,13,11,47,No
पृष्ठ ३,"राम नाम चीन्हा नहीं, कीना पिंजर बास । | नैन न आवे नीदरौं, अलग न आवे भास ॥",13,11,13,11,48,Yes
पृष्ठ ३,"रात गंवाई सोय के, दिवस गंवाया खाय । | हीरा जन्म अनमोल था, कौंड़ी बदले जाए ॥",14,12,14,12,52,No
पृष्ठ ३,"राम बुलावा भेजिया, दिया कबीरा रोय । | जो सुख साधु सगं में, सो बैकुंठ न होय ॥",13,11,12,11,47,No
पृष्ठ ३,"संगति सों सुख्या ऊपजे, कुसंगति सो दुख होय । | कह कबीर तहँ जाइये, साधु संग जहँ होय ॥",15,12,13,11,51,No
पृष्ठ ३,"साहिब तेरी साहिबी, सब घट रही समाय । | ज्यों मेहँदी के पात में, लाली रखी न जाय ॥",13,11,14,11,49,No
पृष्ठ ३,"साँझ पड़े दिन बीतबै, चकवी दीन्ही रोय । | चल चकवा वा देश को, जहाँ रैन नहिं होय ॥",13,11,13,12,49,No
पृष्ठ ३,"संह ही मे सत बाँटे, रोटी में ते टूक । | कहे कबीर ता दास को, कबहुँ न आवे चूक ॥",13,11,14,11,49,No
पृष्ठ ३,"साईं आगे साँच है, साईं साँच सुहाय । | चाहे बोले केस रख, चाहे घौंट मुण्डाय ॥",13,11,13,12,49,No
पृष्ठ ३,"लकड़ी कहै लुहार की, तू मति जारे मोहिं । | एक दिन ऐसा होयगा, मैं जारौंगी तोहि ॥",13,12,14,11,50,No
पृष्ठ ३,"हरिया जाने रुखड़ा, जो पानी का गेह । | सूखा काठ न जान ही, केतुउ बूड़ा मेह ॥",12,11,13,11,47,No
पृष्ठ ३,"ज्ञान रतन का जतनकर माटी का संसार । | आय कबीर फिर गया, फीका है संसार ॥",24,12,11,0,47,No
पृष्ठ ३,"ॠद्धि सिद्धि माँगो नहीं, माँगो तुम पै येह । | निसि दिन दरशन शाधु को, प्रभु कबीर कहुँ देह ॥",11,11,13,11,46,No
पृष्ठ ३,"क्षमा बड़े न को उचित है, छोटे को उत्पात । | कहा विष्णु का घटि गया, जो भुगु मारीलात ॥",14,11,13,11,49,No
पृष्ठ ३,"राम-नाम कै पटं तरै, देबे कौं कुछ नाहिं । | क्या ले गुर संतोषिए, हौंस रही मन माहिं ॥",14,12,13,12,51,No
पृष्ठ ३,"बलिहारी गुर आपणौ, घौंहाड़ी कै बार । | जिनि भानिष तैं देवता, करत न लागी बार ॥",13,11,13,11,48,Yes
पृष्ठ ३,"ना गुरु मिल्या न सिष भया, लालच खेल्या डाव । | दुन्यू बूड़े धार में, चढ़ि पाथर की नाव ॥",14,11,13,11,49,No
पृष्ठ ३,"सतगुर हम सूं रीझि करि, एक कह्मा कर संग । | बरस्या बादल प्रेम का, भींजि गया अब अंग ॥",13,12,14,11,50,No
पृष्ठ ३,"कबीर सतगुर ना मिल्या, रही अधूरी सीष । | स्वाँग जती का पहरि करि, धरि-धरि माँगे भीष ॥",14,11,13,11,49,No
पृष्ठ ३,"यह तन विष की बेलरी, गुरु अमृत की खान । | सीस दिये जो गुरु मिलै, तो भी सस्ता जान ॥",13,10,13,11,47,No
पृष्ठ ३,"तू तू करता तू भया, मुझ में रही न हूँ । | वारी फेरी बलि गई, जित देखौं तित तू ॥",13,10,13,10,46,No
पृष्ठ ३,"राम पियारा छांड़ि करि, करै आन का जाप । | बेस्या केरा पूतं ज्यूं, कहै कौन सू बाप ॥",13,11,14,11,49,No
पृष्ठ ३,"कबीरा प्रेम न चषिया, चषि न लिया साव । | सूने घर का पांहुणां, ज्यूं आया त्यूं जाव ॥",13,9,13,11,46,No
पृष्ठ ३,"कबीरा राम रिझाइ लै, मुखि अमृत गुण गाइ । | फूटा नग ज्यूं जोड़ि मन, संधे संधि मिलाइ ॥",14,10,13,11,48,Yes
पृष्ठ ३,"लंबा मारग, दूरिधर, विकट पंथ, बहुमार । | कहौ संतो, क्यूं पाइये, दुर्लभ हरि-दीदार ॥",8,5,6,5,49,No
पृष्ठ ३,बिरह-भुवगम तन बसै मंत्र न लागै कोइ । | राम-बियोगी ना जिवै जिवै तो बौरा होइ ॥,23,25,0,0,48,Yes
पृष्ठ ३,"यह तन जालों मसि करों, लिखों राम का नाउं । | लेखणि करूं करंक की, लिखी-लिखी राम पठाउं ॥",13,12,13,14,52,No
पृष्ठ ३,"अंदेसड़ा न भाजिसी, सदैसो कहियां । | के हरि आयां भाजिसी, कैहरि ही पास गयां ॥",13,9,13,12,47,No
पृष्ठ ३,"इस तन का दीवा करौ, बाती मेल्यूं जीवउं । | लोही सींचो तेल ज्यूं, कब मुख देख पठिउं ॥",13,13,13,11,50,No
पृष्ठ ३,"अंषड़ियां झाईं पड़ी, पंथ निहारि-निहारि । | जीभड़ियाँ छाला पड़या, राम पुकारि-पुकारि ॥",13,11,14,11,49,No
पृष्ठ ३,"सब रग तंत रबाब तन, बिरह बजावै नित्त । | और न कोई सुणि सकै, कै साईं के चित्त ॥",13,11,13,11,48,Yes
पृष्ठ ३,"जो रोऊँ तो बल घटै, हँसो तो राम रिसाइ । | मन ही माहिं बिसूरणा, ज्यूँ घुँण काठहिं खाइ ॥",13,12,14,12,51,No
पृष्ठ ३,"कबीर हँसणाँ दूरि करि, करि रोवण सौ चित्त । | बिन रोयां क्यूं पाइये, प्रेम पियारा मित्व ॥",13,11,13,11,48,Yes
पृष्ठ ३,"सुखिया सब संसार है, खावै और सोवे । | दुखिया दास कबीर है, जागै अरु रौवे ॥",13,11,13,10,47,No
पृष्ठ ३,"परबति परबति मैं फिरया, नैन गंवाए रोइ । | सो बूटी पाऊँ नहीं, जातैं जीवनि होइ ॥",14,12,13,11,50,No
पृष्ठ ३,"पूत पियारौ पिता कौं, गौहनि लागो घाइ । | लोभ-मिठाई हाथ दे, आपण गयो भुलाइ ॥",13,11,13,11,48,Yes
पृष्ठ ३,"हाँसी खैलो हरि मिलै, कौण सहै षरसान । | काम क्रोध त्रिष्णं तजै, तोहि मिलै भगवान ॥",13,11,13,11,48,Yes
पृष्ठ ३,"जा कारणि में ढ़ूँढ़ती, सनमुख मिलिया आइ । | धन मैली पिव ऊजला, लागि न सकौं पाइ ॥",13,11,13,10,47,No
पृष्ठ ३,"पहुँचेंगे तब कहैगें, उमड़ैंगे उस ठांई । | आजहूं बेरा समंद मैं, बोलि बिगू पैं काई ॥",13,12,15,12,52,No
पृष्ठ ३,"दीठा है तो कस कहूं, कह्मा न को पतियाइ । | हरि जैसा है तैसा रहो, तू हरिष-हरिष गुण गाइ ॥",13,12,15,13,53,No
पृष्ठ ३,"भारी कहौं तो बहुडरौं, हलका कहूं तौ झूठ । | मैं का जाणी राम कूं नैनूं कबहूं न दीठ ॥",14,12,25,0,51,No
पृष्ठ ३,"कबीर एक न जाण्यां, तो बहु जाण्यां क्या होइ । | एक तै सब होत है, सब तैं एक न होइ ॥",12,13,12,11,48,Yes
पृष्ठ ३,"कबीर रेख स्यंदूर की, काजल दिया न जाइ । | नैनूं रमैया रमि रह्मा, दूजा कहाँ समाइ ॥",14,11,15,11,51,No
पृष्ठ ३,"कबीर कूता राम का, मुतिया मेरा नाउं । | गले राम की जेवड़ी, जित खैंचे तित जाउं ॥",13,12,13,12,50,No
पृष्ठ ३,"कबीर कलिजुग आइ करि, कीये बहुत जो भीत । | जिन दिल बांध्या एक सूं, ते सुख सोवै निचींत ॥",13,12,13,12,50,No
पृष्ठ ३,"जब लग भगहित सकामता, सब लग निर्फल सेव । | कहै कबीर वै क्यूँ मिलै निह्कामी निज देव ॥",14,11,25,0,50,No
पृष्ठ ३,"पतिबरता मैली भली, गले कांच को पोत । | सब सखियन में यों दिपै, ज्यों रवि ससि को जोत ॥",13,11,13,11,48,Yes
पृष्ठ ३,"कामी अभी न भावई, विष ही कौं ले सोधि । | कुबुध्दि न जीव की, भावै स्यंभ रहौ प्रमोथि ॥",13,11,10,14,48,Yes
पृष्ठ ३,"भगति बिगाड़ी कामियां, इन्द्री केरै स्वादि । | हीरा खोया हाथ थैं, जनम गँवाया बादि ॥",13,11,13,11,48,Yes
पृष्ठ ३,"परनारी का राचणौ, जिसकी लहसण की खानि । | खूणैं बेसिर खाइय, परगट होइ दिवानि ॥",13,13,12,11,49,No
पृष्ठ ३,"परनारी राता फिरैं, चोरी बिढ़िता खाहिं । | दिवस चारि सरसा रहै, अति समूला जाहिं ॥",13,12,13,11,49,No
पृष्ठ ३,"ग्यानी मूल गँवाइया, आपण भये करना । | ताथैं संसारी भला, मन मैं रहै डरना ॥",13,11,13,11,48,Yes
पृष्ठ ३,"कामी लज्जा ना करै, न माहें अहिलाद । | नींद न माँगै साँथरा, भूख न माँगे स्वाद ॥",13,10,13,11,47,No
पृष्ठ ३,"कलि का स्वामी लोभिया, पीतलि घरी खटाइ । | राज-दुबारा यौं फिरै, ज्यँ हरिहाई गाइ ॥",13,11,13,10,47,No
पृष्ठ ३,"स्वामी हूवा सीतका, पैलाकार पचास । | राम-नाम काठें रह्मा, करै सिषां की आंस ॥",13,11,14,11,49,No
पृष्ठ ३,"इहि उदर के कारणे, जग पाच्यो निस जाम । | स्वामी-पणौ जो सिरि चढ़यो, सिर यो न एको काम ॥",12,11,15,12,50,No
पृष्ठ ३,"ब्राह्म्ण गुरु जगत् का, साधू का गुरु नाहिं । | उरझि-पुरझि करि भरि रह्मा, चारिउं बेदा मांहि ॥",10,12,14,12,48,Yes
पृष्ठ ३,"कबीर कलि खोटी भई, मुनियर मिलै न कोइ । | लालच लोभी मसकरा, तिनकूँ आदर होइ ॥",13,11,13,11,48,Yes
पृष्ठ ३,"कलि का स्वमी लोभिया, मनसा घरी बधाई । | दैंहि पईसा ब्याज़ को, लेखां करता जाई ॥",12,12,13,12,49,No
पृष्ठ ३,"कबीर इस संसार कौ, समझाऊँ कै बार । | पूँछ जो पकड़ै भेड़ की उतर या चाहे पार ॥",13,11,26,0,50,No
पृष्ठ ३,"तीरथ करि-करि जग मुवा, डूंधै पाणी न्हाइ । | रामहि राम जपतंडां, काल घसीटया जाइ ॥",13,11,13,12,49,No
पृष्ठ ३,"चतुराई सूवै पढ़ी, सोइ पंजर मांहि । | फिरि प्रमोधै आन कौं, आपण समझे नाहिं ॥",13,10,12,12,47,No
पृष्ठ ३,"कबीर मन फूल्या फिरै, करता हूँ मैं घ्रंम । | कोटि क्रम सिरि ले चल्या, चेत न देखै भ्रम ॥",13,11,13,10,47,No
पृष्ठ ४,"सबै रसाइण मैं क्रिया, हरि सा और न कोई । | तिल इक घर मैं संचरे, तौ सब तन कंचन होई ॥",13,12,13,14,52,No
पृष्ठ ४,"हरि-रस पीया जाणिये, जे कबहुँ न जाइ खुमार । | मैमता घूमत रहै, नाहि तन की सार ॥",13,13,12,10,48,Yes
पृष्ठ ४,"कबीर हरि-रस यौं पिया, बाकी रही न थाकि । | पाका कलस कुंभार का, बहुरि न चढ़ई चाकि ॥",13,11,14,11,49,No
पृष्ठ ४,"कबीर भाठी कलाल की, बहुतक बैठे आई । | सिर सौंपे सोई पिवै, नहीं तौ पिया न जाई ॥",14,12,13,13,52,No
पृष्ठ ४,"त्रिक्षणा सींची ना बुझै, दिन दिन बधती जाइ । | जवासा के रुष ज्यूं, घण मेहां कुमिलाइ ॥",14,11,11,11,47,No
पृष्ठ ४,"कबीर सो घन संचिये, जो आगे कू होइ । | सीस चढ़ाये गाठ की जात न देख्या कोइ ॥",13,11,24,0,48,Yes
पृष्ठ ४,"कबीर माया मोहिनी, जैसी मीठी खांड़ । | सतगुरु की कृपा भई, नहीं तौ करती भांड़ ॥",13,11,12,12,48,Yes
पृष्ठ ४,"कबीर माया पापरगी, फंध ले बैठी हाटि । | सब जग तौ फंधै पड्या, गया कबीर काटि ॥",14,12,14,10,50,No
पृष्ठ ४,"कबीर जग की जो कहै, भौ जलि बूड़ै दास । | पारब्रह्म पति छांड़ि करि, करै मानि की आस ॥",13,11,14,11,49,No
पृष्ठ ४,"बुगली नीर बिटालिया, सायर चढ़या कलंक । | और पखेरू पी गये, हंस न बौवे चंच ॥",13,12,13,11,49,No
पृष्ठ ४,"कबीर इस संसार का, झूठा माया मोह । | जिहि धारि जिता बाधावणा, तिहीं तिता अंदोह ॥",13,11,15,11,50,No
पृष्ठ ४,"माया तजी तौ क्या भया, मानि तजि नही जाइ । | मानि बड़े मुनियर मिले, मानि सबनि को खाइ ॥",14,11,13,11,49,No
पृष्ठ ४,"करता दीसै कीरतन, ऊँचा करि करि तुंड । | जाने-बूझै कुछ नहीं, यौं ही अंधा रुंड ॥",13,11,13,11,48,Yes
पृष्ठ ४,"कबीर पढ़ियो दूरि करि, पुस्तक देइ बहाइ । | बावन आषिर सोधि करि, ररै मर्मे चित्त लाइ ॥",13,11,13,13,50,No
पृष्ठ ४,"मैं जाण्यूँ पाढ़िबो भलो, पाढ़िबा थे भलो जोग । | राम-नाम सूं प्रीती करि, भल भल नींयो लोग ॥",14,13,14,11,52,No
पृष्ठ ४,"पद गाएं मन हरषियां, साषी कह्मां अनंद । | सो तत नांव न जाणियां, गल में पड़िया फंद ॥",13,12,13,11,49,No
पृष्ठ ४,"जैसी मुख तै नीकसै, तैसी चाले चाल । | पार ब्रह्म नेड़ा रहै, पल में करै निहाल ॥",13,11,13,11,48,Yes
पृष्ठ ४,"काजी-मुल्ला भ्रमियां, चल्या युनीं कै साथ । | दिल थे दीन बिसारियां, करद लई जब हाथ ॥",12,12,13,11,48,Yes
पृष्ठ ४,"प्रेम-प्रिति का चालना, पहिरि कबीरा नाच । | तन-मन तापर वारहुँ, जो कोइ बौलौ सांच ॥",12,11,12,12,47,No
